header,value,key
﻿Fecha_hora,'05/01/2019_13:30:00',438
﻿Fecha_hora,'05/01/2019_13:45:00',439
﻿Fecha_hora,'05/01/2019_14:00:00',440
﻿Fecha_hora,'05/01/2019_14:15:00',441
﻿Fecha_hora,'05/01/2019_14:30:00',442
﻿Fecha_hora,'05/01/2019_14:45:00',443
﻿Fecha_hora,'05/01/2019_15:00:00',444
﻿Fecha_hora,'05/01/2019_15:15:00',445
﻿Fecha_hora,'05/01/2019_15:30:00',446
﻿Fecha_hora,'05/01/2019_15:45:00',447
﻿Fecha_hora,'05/01/2019_16:00:00',448
﻿Fecha_hora,'05/01/2019_16:15:00',449
﻿Fecha_hora,'05/01/2019_16:30:00',450
﻿Fecha_hora,'05/01/2019_16:45:00',451
﻿Fecha_hora,'05/01/2019_17:00:00',452
﻿Fecha_hora,'05/01/2019_17:15:00',453
﻿Fecha_hora,'05/01/2019_17:30:00',454
﻿Fecha_hora,'05/01/2019_17:45:00',455
﻿Fecha_hora,'05/01/2019_18:00:00',456
﻿Fecha_hora,'05/01/2019_18:15:00',457
﻿Fecha_hora,'05/01/2019_18:30:00',458
﻿Fecha_hora,'05/01/2019_18:45:00',459
﻿Fecha_hora,'05/01/2019_19:00:00',460
﻿Fecha_hora,'05/01/2019_19:15:00',461
﻿Fecha_hora,'05/01/2019_19:30:00',462
﻿Fecha_hora,'05/01/2019_19:45:00',463
﻿Fecha_hora,'05/01/2019_20:00:00',464
﻿Fecha_hora,'05/01/2019_20:15:00',465
﻿Fecha_hora,'05/01/2019_20:30:00',466
﻿Fecha_hora,'05/01/2019_20:45:00',467
﻿Fecha_hora,'05/01/2019_21:00:00',468
﻿Fecha_hora,'05/01/2019_21:15:00',469
﻿Fecha_hora,'05/01/2019_21:30:00',470
﻿Fecha_hora,'05/01/2019_21:45:00',471
﻿Fecha_hora,'05/01/2019_22:00:00',472
﻿Fecha_hora,'05/01/2019_22:15:00',473
