id,valueYName,valueY,valueXName,valueX,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,scores_total,score,anomaly
1535,day,24,month_day_hour_min,,0.46,0.52,0.47,0.50,0.46,0.48,0.49,0.46,0.45,0.48,4.77,0.48,false
1536,day,24,month_day_hour_min,,0.41,0.42,0.42,0.42,0.41,0.42,0.40,0.43,0.42,0.41,4.16,0.42,false
1537,day,24,month_day_hour_min,,0.41,0.43,0.44,0.42,0.42,0.44,0.44,0.45,0.43,0.45,4.33,0.43,false
1538,day,24,month_day_hour_min,,0.41,0.46,0.44,0.43,0.42,0.45,0.45,0.44,0.45,0.44,4.39,0.44,false
1539,day,24,month_day_hour_min,,0.47,0.46,0.44,0.42,0.44,0.45,0.45,0.43,0.45,0.46,4.47,0.45,false
1540,day,25,month_day_hour_min,,0.47,0.49,0.50,0.48,0.46,0.45,0.50,0.50,0.53,0.45,4.83,0.48,false
1541,day,25,month_day_hour_min,,0.45,0.44,0.46,0.45,0.44,0.43,0.45,0.45,0.44,0.44,4.45,0.45,false
1542,day,25,month_day_hour_min,,0.47,0.48,0.45,0.46,0.45,0.46,0.45,0.49,0.48,0.45,4.64,0.46,false
1543,day,25,month_day_hour_min,,0.48,0.48,0.45,0.50,0.46,0.43,0.47,0.47,0.51,0.46,4.71,0.47,false
1544,day,25,month_day_hour_min,,0.44,0.44,0.45,0.44,0.43,0.45,0.43,0.43,0.47,0.44,4.42,0.44,false
1545,day,25,month_day_hour_min,,0.43,0.46,0.45,0.48,0.45,0.44,0.48,0.47,0.45,0.44,4.55,0.46,false
1546,day,25,month_day_hour_min,,0.41,0.42,0.42,0.45,0.42,0.42,0.42,0.43,0.43,0.43,4.25,0.42,false
1547,day,25,month_day_hour_min,,0.44,0.44,0.43,0.45,0.44,0.44,0.42,0.47,0.46,0.45,4.44,0.44,false
1548,day,25,month_day_hour_min,,0.48,0.54,0.46,0.50,0.48,0.50,0.48,0.48,0.49,0.50,4.91,0.49,false
1549,day,25,month_day_hour_min,,0.40,0.42,0.44,0.45,0.41,0.41,0.42,0.42,0.42,0.45,4.24,0.42,false
1550,day,25,month_day_hour_min,,0.42,0.43,0.44,0.44,0.44,0.44,0.43,0.44,0.44,0.45,4.37,0.44,false
1551,day,25,month_day_hour_min,,0.41,0.41,0.42,0.40,0.41,0.41,0.41,0.42,0.40,0.41,4.10,0.41,false
1552,day,25,month_day_hour_min,,0.43,0.42,0.43,0.42,0.42,0.43,0.41,0.43,0.44,0.43,4.26,0.43,false
1553,day,25,month_day_hour_min,,0.40,0.42,0.42,0.40,0.41,0.40,0.41,0.41,0.41,0.42,4.10,0.41,false
1554,day,25,month_day_hour_min,,0.41,0.42,0.42,0.42,0.40,0.40,0.40,0.44,0.42,0.42,4.15,0.41,false
1555,day,25,month_day_hour_min,,0.42,0.43,0.42,0.43,0.41,0.41,0.41,0.45,0.44,0.42,4.24,0.42,false
1556,day,25,month_day_hour_min,,0.41,0.42,0.42,0.42,0.40,0.41,0.40,0.44,0.42,0.42,4.16,0.42,false
1557,day,25,month_day_hour_min,,0.40,0.43,0.42,0.42,0.42,0.41,0.44,0.42,0.44,0.44,4.24,0.42,false
1558,day,25,month_day_hour_min,,0.42,0.43,0.43,0.42,0.40,0.42,0.44,0.42,0.42,0.45,4.25,0.42,false
1559,day,25,month_day_hour_min,,0.42,0.43,0.43,0.41,0.41,0.41,0.44,0.42,0.41,0.45,4.23,0.42,false
1560,day,25,month_day_hour_min,,0.44,0.45,0.43,0.43,0.43,0.42,0.44,0.45,0.44,0.45,4.38,0.44,false
1561,day,25,month_day_hour_min,,0.42,0.47,0.43,0.41,0.43,0.43,0.43,0.44,0.44,0.45,4.35,0.43,false
1562,day,25,month_day_hour_min,,0.45,0.46,0.46,0.43,0.45,0.44,0.42,0.43,0.45,0.45,4.44,0.44,false
1563,day,25,month_day_hour_min,,0.44,0.45,0.47,0.45,0.44,0.45,0.46,0.45,0.45,0.48,4.54,0.45,false
1564,day,25,month_day_hour_min,,0.44,0.44,0.45,0.42,0.43,0.42,0.43,0.42,0.44,0.44,4.33,0.43,false
1565,day,25,month_day_hour_min,,0.43,0.45,0.46,0.46,0.43,0.45,0.43,0.45,0.44,0.46,4.46,0.45,false
1566,day,26,month_day_hour_min,,0.45,0.44,0.46,0.46,0.42,0.46,0.45,0.43,0.45,0.46,4.48,0.45,false
1567,day,26,month_day_hour_min,,0.42,0.43,0.43,0.43,0.42,0.42,0.43,0.41,0.42,0.41,4.22,0.42,false
1568,day,26,month_day_hour_min,,0.49,0.54,0.52,0.54,0.52,0.52,0.53,0.56,0.52,0.52,5.26,0.53,false
1569,day,26,month_day_hour_min,,0.48,0.45,0.49,0.48,0.43,0.47,0.46,0.49,0.45,0.51,4.71,0.47,false
1570,day,26,month_day_hour_min,,0.42,0.42,0.43,0.40,0.41,0.43,0.41,0.42,0.41,0.41,4.16,0.42,false
1571,day,26,month_day_hour_min,,0.42,0.42,0.42,0.40,0.40,0.42,0.41,0.41,0.42,0.41,4.13,0.41,false
1572,day,26,month_day_hour_min,,0.43,0.43,0.43,0.41,0.42,0.42,0.42,0.44,0.44,0.44,4.28,0.43,false
1573,day,26,month_day_hour_min,,0.42,0.41,0.40,0.40,0.40,0.42,0.40,0.43,0.41,0.42,4.11,0.41,false
1574,day,26,month_day_hour_min,,0.42,0.42,0.42,0.42,0.43,0.43,0.41,0.43,0.44,0.45,4.27,0.43,false
1575,day,26,month_day_hour_min,,0.43,0.44,0.43,0.43,0.42,0.41,0.41,0.43,0.44,0.42,4.26,0.43,false
1576,day,26,month_day_hour_min,,0.42,0.44,0.43,0.41,0.42,0.42,0.44,0.44,0.42,0.43,4.27,0.43,false
1577,day,26,month_day_hour_min,,0.46,0.48,0.48,0.43,0.47,0.46,0.48,0.49,0.48,0.47,4.70,0.47,false
1578,day,27,month_day_hour_min,,0.43,0.46,0.46,0.45,0.44,0.45,0.45,0.46,0.44,0.45,4.49,0.45,false
1579,day,27,month_day_hour_min,,0.43,0.44,0.45,0.44,0.44,0.45,0.45,0.44,0.44,0.45,4.43,0.44,false
1580,day,27,month_day_hour_min,,0.43,0.44,0.44,0.44,0.44,0.44,0.45,0.44,0.45,0.45,4.42,0.44,false
1581,day,27,month_day_hour_min,,0.42,0.44,0.42,0.43,0.43,0.42,0.42,0.43,0.42,0.43,4.26,0.43,false
1582,day,27,month_day_hour_min,,0.41,0.43,0.44,0.42,0.42,0.41,0.43,0.41,0.42,0.45,4.24,0.42,false
1583,day,27,month_day_hour_min,,0.44,0.44,0.44,0.42,0.43,0.44,0.44,0.45,0.44,0.44,4.38,0.44,false
1584,day,27,month_day_hour_min,,0.43,0.44,0.45,0.44,0.43,0.45,0.46,0.46,0.45,0.46,4.47,0.45,false
1585,day,27,month_day_hour_min,,0.44,0.46,0.42,0.41,0.44,0.43,0.42,0.44,0.44,0.43,4.33,0.43,false
1586,day,27,month_day_hour_min,,0.50,0.56,0.47,0.52,0.46,0.46,0.53,0.50,0.51,0.54,5.05,0.51,false
1587,day,27,month_day_hour_min,,0.40,0.45,0.42,0.41,0.43,0.42,0.41,0.40,0.43,0.43,4.20,0.42,false
1588,day,27,month_day_hour_min,,0.42,0.46,0.45,0.43,0.44,0.45,0.45,0.45,0.45,0.46,4.46,0.45,false
1589,day,27,month_day_hour_min,,0.41,0.45,0.43,0.41,0.44,0.42,0.42,0.41,0.43,0.44,4.26,0.43,false
1590,day,27,month_day_hour_min,,0.46,0.47,0.44,0.42,0.45,0.43,0.44,0.46,0.45,0.45,4.47,0.45,false
1591,day,28,month_day_hour_min,,0.47,0.45,0.46,0.46,0.44,0.48,0.46,0.45,0.45,0.47,4.59,0.46,false
1592,day,28,month_day_hour_min,,0.46,0.45,0.44,0.43,0.44,0.42,0.44,0.43,0.43,0.44,4.38,0.44,false
1593,day,28,month_day_hour_min,,0.45,0.44,0.46,0.44,0.43,0.46,0.45,0.42,0.45,0.45,4.45,0.45,false
1594,day,28,month_day_hour_min,,0.44,0.44,0.46,0.44,0.43,0.45,0.45,0.42,0.43,0.45,4.41,0.44,false
1595,day,28,month_day_hour_min,,0.44,0.45,0.43,0.45,0.46,0.44,0.45,0.45,0.45,0.48,4.50,0.45,false
1596,day,28,month_day_hour_min,,0.43,0.45,0.44,0.42,0.44,0.41,0.44,0.45,0.42,0.44,4.34,0.43,false
1597,day,28,month_day_hour_min,,0.43,0.46,0.44,0.42,0.44,0.43,0.44,0.42,0.45,0.45,4.38,0.44,false
1598,day,28,month_day_hour_min,,0.41,0.45,0.44,0.41,0.45,0.41,0.43,0.41,0.44,0.45,4.30,0.43,false
1599,day,28,month_day_hour_min,,0.44,0.47,0.44,0.42,0.45,0.43,0.45,0.46,0.45,0.43,4.44,0.44,false
1600,day,28,month_day_hour_min,,0.45,0.45,0.46,0.44,0.45,0.44,0.47,0.48,0.45,0.45,4.54,0.45,false
1601,day,28,month_day_hour_min,,0.43,0.45,0.45,0.42,0.44,0.43,0.44,0.43,0.43,0.46,4.38,0.44,false
1602,day,28,month_day_hour_min,,0.48,0.50,0.49,0.45,0.48,0.48,0.47,0.49,0.49,0.48,4.81,0.48,false
1603,day,28,month_day_hour_min,,0.49,0.47,0.48,0.48,0.50,0.50,0.46,0.48,0.47,0.50,4.83,0.48,false
1604,day,29,month_day_hour_min,,0.48,0.47,0.48,0.48,0.46,0.48,0.50,0.50,0.50,0.48,4.83,0.48,false
1605,day,29,month_day_hour_min,,0.45,0.44,0.44,0.45,0.44,0.44,0.46,0.42,0.45,0.45,4.44,0.44,false
1606,day,29,month_day_hour_min,,0.49,0.44,0.47,0.46,0.45,0.47,0.46,0.45,0.45,0.44,4.58,0.46,false
1607,day,29,month_day_hour_min,,0.44,0.42,0.46,0.43,0.44,0.44,0.44,0.44,0.44,0.43,4.38,0.44,false
1608,day,29,month_day_hour_min,,0.47,0.46,0.45,0.48,0.48,0.46,0.46,0.50,0.48,0.46,4.70,0.47,false
1609,day,29,month_day_hour_min,,0.47,0.44,0.45,0.44,0.44,0.44,0.43,0.46,0.45,0.45,4.47,0.45,false
1610,day,29,month_day_hour_min,,0.50,0.46,0.49,0.45,0.45,0.45,0.45,0.47,0.47,0.48,4.67,0.47,false
1611,day,29,month_day_hour_min,,0.45,0.44,0.43,0.43,0.43,0.44,0.43,0.45,0.45,0.44,4.39,0.44,false
1612,day,29,month_day_hour_min,,0.46,0.45,0.46,0.45,0.44,0.45,0.46,0.46,0.45,0.45,4.53,0.45,false
1613,day,29,month_day_hour_min,,0.45,0.49,0.47,0.47,0.46,0.46,0.47,0.48,0.49,0.47,4.71,0.47,false
1614,day,29,month_day_hour_min,,0.46,0.51,0.48,0.48,0.50,0.47,0.49,0.47,0.48,0.49,4.83,0.48,false
1615,day,29,month_day_hour_min,,0.44,0.42,0.44,0.42,0.43,0.41,0.43,0.44,0.42,0.44,4.29,0.43,false
1616,day,29,month_day_hour_min,,0.45,0.43,0.44,0.43,0.44,0.44,0.43,0.43,0.43,0.47,4.39,0.44,false
1617,day,29,month_day_hour_min,,0.44,0.45,0.46,0.42,0.44,0.41,0.44,0.44,0.45,0.43,4.38,0.44,false
1618,day,29,month_day_hour_min,,0.44,0.45,0.44,0.44,0.44,0.43,0.43,0.46,0.45,0.43,4.41,0.44,false
1619,day,29,month_day_hour_min,,0.45,0.45,0.45,0.44,0.44,0.43,0.44,0.44,0.44,0.45,4.43,0.44,false
1620,day,29,month_day_hour_min,,0.45,0.45,0.46,0.46,0.45,0.44,0.46,0.44,0.45,0.45,4.51,0.45,false
1621,day,29,month_day_hour_min,,0.45,0.48,0.48,0.49,0.49,0.49,0.48,0.48,0.47,0.51,4.82,0.48,false
1622,day,29,month_day_hour_min,,0.51,0.47,0.48,0.46,0.47,0.46,0.46,0.48,0.50,0.44,4.73,0.47,false
1623,day,29,month_day_hour_min,,0.53,0.50,0.53,0.52,0.51,0.49,0.47,0.49,0.51,0.52,5.07,0.51,false
1624,day,30,month_day_hour_min,,0.52,0.55,0.47,0.52,0.51,0.50,0.53,0.49,0.50,0.54,5.13,0.51,false
1625,day,30,month_day_hour_min,,0.46,0.45,0.45,0.44,0.43,0.45,0.46,0.44,0.45,0.46,4.49,0.45,false
1626,day,30,month_day_hour_min,,0.44,0.44,0.48,0.45,0.45,0.44,0.47,0.43,0.44,0.43,4.47,0.45,false
1627,day,30,month_day_hour_min,,0.46,0.49,0.45,0.45,0.45,0.47,0.47,0.49,0.50,0.48,4.71,0.47,false
1628,day,30,month_day_hour_min,,0.48,0.48,0.46,0.47,0.47,0.44,0.49,0.47,0.45,0.46,4.67,0.47,false
1629,day,30,month_day_hour_min,,0.47,0.44,0.45,0.42,0.44,0.43,0.44,0.45,0.43,0.44,4.41,0.44,false
1630,day,30,month_day_hour_min,,0.47,0.46,0.47,0.43,0.46,0.45,0.45,0.45,0.48,0.46,4.58,0.46,false
1631,day,30,month_day_hour_min,,0.46,0.47,0.46,0.44,0.46,0.45,0.45,0.46,0.44,0.48,4.57,0.46,false
1632,day,30,month_day_hour_min,,0.44,0.43,0.45,0.43,0.44,0.41,0.45,0.45,0.43,0.44,4.37,0.44,false
1633,day,30,month_day_hour_min,,0.47,0.44,0.46,0.44,0.45,0.42,0.44,0.45,0.45,0.45,4.47,0.45,false
1634,day,30,month_day_hour_min,,0.44,0.43,0.45,0.43,0.45,0.42,0.45,0.45,0.42,0.43,4.37,0.44,false
1635,day,30,month_day_hour_min,,0.45,0.44,0.46,0.43,0.46,0.44,0.44,0.45,0.45,0.45,4.47,0.45,false
1636,day,30,month_day_hour_min,,0.44,0.44,0.45,0.43,0.45,0.42,0.44,0.43,0.44,0.44,4.38,0.44,false
1637,day,30,month_day_hour_min,,0.45,0.45,0.45,0.43,0.46,0.45,0.45,0.44,0.44,0.49,4.51,0.45,false
1638,day,30,month_day_hour_min,,0.44,0.45,0.45,0.43,0.45,0.44,0.43,0.43,0.43,0.45,4.40,0.44,false
1639,day,30,month_day_hour_min,,0.46,0.47,0.45,0.44,0.46,0.46,0.48,0.49,0.47,0.47,4.65,0.46,false
1640,day,30,month_day_hour_min,,0.45,0.47,0.47,0.44,0.45,0.46,0.46,0.46,0.46,0.45,4.57,0.46,false
1641,day,30,month_day_hour_min,,0.45,0.47,0.47,0.47,0.44,0.46,0.46,0.46,0.47,0.46,4.61,0.46,false
1642,day,30,month_day_hour_min,,0.49,0.49,0.46,0.44,0.47,0.46,0.50,0.47,0.48,0.46,4.72,0.47,false
1643,day,30,month_day_hour_min,,0.47,0.48,0.47,0.46,0.46,0.47,0.47,0.45,0.46,0.46,4.65,0.46,false
1644,day,30,month_day_hour_min,,0.50,0.46,0.51,0.47,0.46,0.47,0.49,0.48,0.46,0.49,4.79,0.48,false
1645,day,30,month_day_hour_min,,0.55,0.53,0.54,0.47,0.53,0.51,0.51,0.50,0.51,0.49,5.14,0.51,false
1646,day,31,month_day_hour_min,,0.53,0.50,0.49,0.49,0.49,0.51,0.52,0.50,0.52,0.50,5.05,0.50,false
1647,day,31,month_day_hour_min,,0.52,0.46,0.48,0.47,0.48,0.48,0.50,0.47,0.50,0.47,4.83,0.48,false
1648,day,31,month_day_hour_min,,0.49,0.45,0.48,0.48,0.47,0.49,0.50,0.46,0.52,0.47,4.81,0.48,false
1649,day,31,month_day_hour_min,,0.49,0.46,0.47,0.46,0.47,0.46,0.46,0.45,0.47,0.46,4.65,0.46,false
1650,day,31,month_day_hour_min,,0.48,0.46,0.50,0.47,0.47,0.46,0.46,0.45,0.49,0.43,4.67,0.47,false
1651,day,31,month_day_hour_min,,0.51,0.51,0.50,0.49,0.47,0.49,0.51,0.47,0.51,0.47,4.93,0.49,false
1652,day,31,month_day_hour_min,,0.49,0.50,0.50,0.49,0.51,0.47,0.49,0.48,0.50,0.45,4.88,0.49,false
1653,day,31,month_day_hour_min,,0.48,0.49,0.50,0.45,0.48,0.46,0.48,0.51,0.49,0.45,4.79,0.48,false
1654,day,31,month_day_hour_min,,0.48,0.47,0.51,0.43,0.47,0.45,0.48,0.49,0.50,0.44,4.72,0.47,false
1655,day,31,month_day_hour_min,,0.48,0.52,0.50,0.50,0.48,0.47,0.49,0.49,0.50,0.48,4.91,0.49,false
1656,day,31,month_day_hour_min,,0.45,0.50,0.50,0.43,0.45,0.47,0.46,0.49,0.47,0.44,4.66,0.47,false
1657,day,31,month_day_hour_min,,0.47,0.48,0.49,0.44,0.50,0.46,0.47,0.50,0.47,0.46,4.74,0.47,false
1658,day,31,month_day_hour_min,,0.50,0.57,0.51,0.52,0.52,0.53,0.55,0.58,0.54,0.51,5.33,0.53,false
1659,day,31,month_day_hour_min,,0.57,0.58,0.56,0.57,0.58,0.53,0.61,0.57,0.57,0.54,5.68,0.57,false
1660,day,31,month_day_hour_min,,0.52,0.52,0.50,0.47,0.50,0.45,0.52,0.51,0.51,0.47,4.97,0.50,false
1661,day,31,month_day_hour_min,,0.45,0.47,0.48,0.45,0.46,0.43,0.47,0.46,0.46,0.44,4.57,0.46,false
1662,day,31,month_day_hour_min,,0.47,0.50,0.48,0.47,0.49,0.47,0.49,0.48,0.45,0.47,4.77,0.48,false
1663,day,31,month_day_hour_min,,0.47,0.50,0.48,0.45,0.48,0.45,0.46,0.48,0.46,0.45,4.68,0.47,false
1664,day,31,month_day_hour_min,,0.43,0.46,0.47,0.46,0.46,0.44,0.45,0.49,0.44,0.43,4.53,0.45,false
1665,day,31,month_day_hour_min,,0.47,0.50,0.47,0.47,0.50,0.47,0.47,0.48,0.46,0.49,4.78,0.48,false
1666,day,31,month_day_hour_min,,0.49,0.50,0.49,0.46,0.49,0.49,0.49,0.49,0.50,0.48,4.88,0.49,false
1667,day,31,month_day_hour_min,,0.46,0.49,0.49,0.47,0.46,0.47,0.48,0.49,0.48,0.47,4.76,0.48,false
1668,day,31,month_day_hour_min,,0.55,0.53,0.54,0.48,0.52,0.52,0.50,0.52,0.52,0.48,5.16,0.52,false
1669,day,1,month_day_hour_min,,0.50,0.51,0.52,0.47,0.51,0.48,0.50,0.49,0.49,0.49,4.96,0.50,false
1670,day,1,month_day_hour_min,,0.49,0.49,0.51,0.47,0.49,0.50,0.46,0.52,0.50,0.50,4.93,0.49,false
1671,day,1,month_day_hour_min,,0.46,0.45,0.45,0.43,0.47,0.45,0.46,0.44,0.46,0.44,4.51,0.45,false
1672,day,1,month_day_hour_min,,0.48,0.48,0.47,0.45,0.45,0.47,0.45,0.47,0.43,0.47,4.62,0.46,false
1673,day,1,month_day_hour_min,,0.55,0.54,0.53,0.52,0.56,0.56,0.51,0.55,0.53,0.53,5.38,0.54,false
1674,day,1,month_day_hour_min,,0.56,0.55,0.51,0.55,0.54,0.55,0.51,0.53,0.53,0.54,5.37,0.54,false
