num,month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu
9998,4,15,3,15,2.70,314.10,0.00,1.662,365.53,23.18,262.47,33.19,267.60,0.00,52.06
10016,4,15,7,45,3.47,269.34,0.00,2.730,90.93,20.33,252.60,33.86,466.80,14.44,54.55
10023,4,15,9,30,3.12,0.00,497.68,2.397,150.50,16.80,255.33,29.62,151.47,8.09,46.67
10028,4,15,10,45,2.70,0.00,551.45,1.808,152.09,15.12,268.67,28.55,153.53,5.96,45.52
10030,4,15,11,15,2.56,0.00,228.63,1.610,412.37,24.16,231.07,31.38,175.13,0.25,49.71
10031,4,15,11,30,2.52,0.00,185.23,1.560,426.41,24.70,233.20,31.27,201.40,0.04,49.99
10032,4,15,11,45,2.48,0.00,194.25,1.513,425.28,24.71,232.27,31.35,206.73,0.00,49.90
10033,4,15,12,0,2.45,0.00,177.95,1.470,419.63,25.35,231.27,31.46,203.20,0.00,49.96
10034,4,15,12,15,2.41,0.00,161.42,1.445,444.37,25.69,233.93,31.29,198.60,0.00,49.91
10040,4,15,13,45,2.25,6.12,45.05,1.410,380.68,24.77,229.80,31.65,255.20,0.00,50.52
10041,4,15,14,0,2.24,15.43,4.25,1.400,374.43,24.28,229.20,31.75,295.13,0.00,50.98
10050,4,15,16,15,2.25,103.68,0.00,1.280,389.17,25.23,279.53,32.17,220.67,0.00,50.56
10058,4,15,18,15,2.31,114.68,0.00,1.280,368.48,24.07,260.53,31.84,280.27,0.00,50.99
10080,4,15,23,45,2.50,301.56,0.00,1.145,232.49,20.93,248.00,32.88,373.20,0.00,52.82
10085,4,16,1,0,2.66,306.99,0.00,1.337,395.95,22.98,255.13,33.24,257.33,0.00,52.07
10090,4,16,2,15,2.86,409.51,0.00,1.704,352.38,23.14,246.60,33.95,297.07,0.00,53.26
10092,4,16,2,45,2.97,397.81,0.00,1.853,339.68,23.28,253.00,34.12,256.53,0.00,52.96
10093,4,16,3,0,3.02,368.35,0.00,1.923,348.23,23.20,264.07,33.56,258.53,0.00,52.52
10095,4,16,3,30,3.11,389.33,0.00,2.072,364.56,23.25,258.13,33.98,256.13,0.00,52.89
10096,4,16,3,45,3.16,392.60,0.00,2.143,356.70,22.31,253.27,34.33,255.00,0.00,53.08
10097,4,16,4,0,3.21,396.74,0.00,2.215,334.66,22.24,257.07,34.07,253.53,0.00,53.06
10098,4,16,4,15,3.26,406.68,0.00,2.287,332.73,22.21,252.27,34.41,252.60,0.00,53.29
10101,4,16,5,0,3.42,370.99,0.00,2.501,346.18,22.15,255.53,34.20,297.27,0.00,53.27
10102,4,16,5,15,3.47,381.80,0.00,2.574,344.92,22.18,250.87,34.59,289.80,0.00,53.55
10103,4,16,5,30,3.51,395.15,0.00,2.645,337.99,22.25,253.07,34.40,289.13,0.00,53.61
10105,4,16,6,0,3.61,380.30,0.00,2.790,335.06,22.17,253.27,34.39,283.67,0.00,53.50
10106,4,16,6,15,3.66,368.83,0.00,2.862,337.27,22.21,248.07,34.77,269.67,0.00,53.58
10113,4,16,8,0,3.99,12.44,265.24,2.991,165.15,20.44,280.67,32.22,171.27,12.41,49.03
10139,4,16,14,30,2.58,0.00,95.59,1.341,412.20,25.42,252.33,31.84,173.87,0.00,50.25
10142,4,16,15,15,2.53,0.00,73.15,1.303,411.48,25.25,251.00,31.95,174.00,0.00,50.33
10144,4,16,15,45,2.51,0.00,33.32,1.291,402.04,25.50,250.07,32.01,174.80,0.00,50.39
10150,4,16,17,15,2.50,117.19,0.00,1.270,377.03,25.32,248.00,32.19,297.80,0.00,51.61
10151,4,16,17,30,2.51,127.76,0.00,1.270,383.90,25.39,246.60,32.34,297.00,0.00,51.53
10155,4,16,18,30,2.54,5.40,18.07,1.270,408.03,25.41,247.27,32.29,171.93,0.00,50.68
10157,4,16,19,0,2.53,5.07,10.65,1.270,419.09,24.87,256.00,32.31,174.27,0.00,50.55
10159,4,16,19,30,2.52,0.00,35.01,1.239,409.25,24.97,257.87,32.20,174.53,0.00,50.36
10176,4,16,23,45,2.63,259.74,0.00,0.963,308.43,23.19,260.67,32.76,310.67,0.00,52.10
10180,4,17,0,45,2.73,207.27,0.00,1.123,397.58,22.86,259.40,32.82,171.93,0.00,51.20
10188,4,17,2,45,3.03,380.35,0.00,1.672,349.61,22.80,245.27,34.01,328.87,0.00,53.41
10193,4,17,4,0,3.28,372.40,0.00,2.027,345.09,22.74,241.60,34.31,259.33,0.00,53.12
10206,4,17,7,15,3.89,366.95,0.00,2.930,,19.88,237.00,34.78,336.93,0.00,54.44
10211,4,17,8,30,3.89,0.00,327.93,2.819,,16.00,268.00,31.84,74.27,10.41,49.13
10212,4,17,8,45,3.84,0.00,385.27,2.733,,15.88,234.07,31.36,74.53,9.79,49.00
10223,4,17,11,30,3.25,0.00,185.57,1.836,,24.71,249.00,32.03,172.40,0.06,50.25
10224,4,17,11,45,3.22,0.00,177.75,1.799,,25.38,247.67,32.12,171.93,0.00,50.39
10228,4,17,12,45,3.10,0.00,91.15,1.770,,25.99,242.47,32.53,170.80,0.00,50.99
10238,4,17,15,15,3.11,235.63,0.00,1.623,,23.80,255.00,33.41,347.20,0.00,53.01
10241,4,17,16,0,3.18,93.79,0.00,1.563,,23.80,262.93,32.75,170.60,0.00,51.13
10244,4,17,16,45,3.20,235.06,0.00,1.517,,22.83,256.60,33.22,305.40,0.00,52.55
10247,4,17,17,30,3.29,244.32,0.00,1.463,,22.78,255.93,33.27,349.07,0.00,52.95
10248,4,17,17,45,3.32,255.62,0.00,1.443,,22.85,252.60,33.50,347.07,0.00,53.22
10252,4,17,18,45,3.44,227.23,0.00,1.355,,21.83,254.53,33.34,348.47,0.00,52.89
10254,4,17,19,15,3.49,218.11,0.00,1.285,,21.82,251.87,33.56,347.47,0.00,53.29
10257,4,17,20,0,3.56,143.22,0.00,1.175,,21.76,253.60,33.42,350.73,0.00,52.78
10261,4,17,21,0,3.60,57.19,0.00,1.034,,21.75,255.33,33.28,271.27,0.00,52.30
10264,4,17,21,45,3.61,45.86,0.05,0.934,,21.67,255.80,33.16,260.13,0.00,52.07
10265,4,17,22,0,3.61,67.22,0.00,0.898,,21.85,252.33,33.48,240.00,0.00,52.05
10268,4,17,22,45,3.64,151.67,0.00,0.818,,21.68,251.00,33.59,243.53,0.00,52.05
10274,4,18,0,15,3.76,149.31,0.00,0.832,,23.93,253.40,33.43,170.93,0.00,51.72
10277,4,18,1,0,3.82,239.97,0.00,1.041,,23.77,250.53,33.67,168.67,0.00,52.11
10278,4,18,1,15,3.85,192.03,0.00,1.109,,23.86,250.40,33.65,116.40,0.00,51.81
10279,4,18,1,30,3.87,214.28,0.00,1.183,,24.22,248.60,33.82,91.80,0.00,51.96
10281,4,18,2,0,3.92,160.93,0.00,1.337,,25.23,247.20,33.90,48.33,0.00,51.86
10286,4,18,3,15,3.98,176.89,0.00,1.813,,25.91,249.67,33.76,53.13,0.00,51.82
10292,4,18,4,45,4.08,204.00,0.00,2.399,,25.76,247.60,33.93,89.07,0.00,52.02
10321,4,18,12,0,3.05,0.00,140.93,1.837,266.01,21.78,222.27,32.10,254.53,0.00,51.07
10322,4,18,12,15,3.02,0.00,111.74,1.791,254.29,21.78,221.53,32.16,254.47,0.00,51.14
10324,4,18,12,45,2.98,0.00,54.45,1.715,261.71,21.76,221.07,32.24,250.67,0.00,51.21
10328,4,18,13,45,2.93,43.79,0.00,1.572,247.08,21.76,254.07,32.55,246.20,0.00,51.46
10334,4,18,15,15,2.93,79.68,0.00,1.371,247.41,22.03,238.80,32.73,227.53,0.00,51.33
10344,4,18,17,45,3.00,113.23,0.00,1.173,251.65,22.30,251.33,32.71,213.93,0.00,51.43
10346,4,18,18,15,3.02,39.45,132.82,1.149,213.76,21.04,255.93,32.27,161.13,0.00,49.88
10347,4,18,18,30,3.00,0.00,339.85,1.134,232.83,21.75,255.73,30.95,233.27,0.00,47.36
10350,4,18,19,15,2.83,0.00,384.02,1.076,231.49,21.66,260.53,30.06,232.47,0.00,46.90
10355,4,18,20,30,2.49,0.00,414.15,0.970,173.68,20.40,254.47,29.76,175.40,0.00,46.91
10363,4,18,22,30,2.30,195.27,0.00,0.840,253.93,22.24,236.20,32.16,318.47,0.00,51.48
10366,4,18,23,15,2.36,349.25,0.00,0.840,205.97,21.26,233.27,32.88,431.47,0.00,53.63
10372,4,19,0,45,2.60,317.67,0.00,1.092,381.10,24.92,252.40,32.77,236.93,0.00,51.54
10379,4,19,2,30,2.89,325.91,0.00,1.671,378.88,25.12,244.60,33.33,230.47,0.00,52.14
10385,4,19,4,0,3.14,369.55,0.00,2.176,368.40,25.54,240.20,33.70,245.73,0.00,52.59
10394,4,19,6,15,3.51,295.61,0.00,2.968,396.29,24.16,252.27,33.82,251.93,0.00,52.82
10396,4,19,6,45,3.57,279.23,0.00,3.127,288.23,22.78,251.73,33.78,298.67,0.00,53.06
10399,4,19,7,30,3.68,1.83,198.06,3.125,97.20,20.05,259.53,32.29,15.87,6.48,50.05
10400,4,19,7,45,3.64,0.00,324.41,3.099,39.82,19.95,235.60,31.63,40.47,11.18,49.19
10401,4,19,8,0,3.59,0.00,354.76,3.063,40.87,18.12,239.27,31.28,41.53,10.40,49.14
10416,4,19,11,45,2.65,0.00,346.67,1.917,92.77,18.99,254.60,30.32,93.87,0.00,47.74
10423,4,19,13,30,2.64,187.27,0.00,1.616,198.66,21.20,253.20,32.56,412.27,0.00,52.69
10424,4,19,13,45,2.66,154.67,0.00,1.594,219.21,21.55,255.47,32.37,407.60,0.00,52.49
10427,4,19,14,30,2.70,147.23,0.00,1.543,217.71,21.73,253.80,32.47,405.93,0.00,52.55
10434,4,19,16,15,2.83,249.52,0.00,1.393,186.80,21.33,236.87,32.62,432.93,0.00,53.36
10442,4,19,18,15,3.01,104.65,0.00,1.283,210.70,21.79,237.87,32.65,292.00,0.00,51.77
10444,4,19,18,45,3.03,117.04,0.00,1.270,211.50,21.76,238.27,32.61,292.13,0.00,51.71
10449,4,19,20,0,2.92,0.00,360.81,1.187,170.50,20.45,249.60,30.79,170.53,0.00,47.73
10454,4,19,21,15,2.60,0.00,342.97,1.052,185.58,20.43,253.33,30.35,151.93,0.00,47.78
10460,4,19,22,45,2.55,207.46,0.00,1.002,213.36,22.23,243.80,32.21,306.00,0.00,51.69
10465,4,20,0,0,2.66,208.48,0.00,1.019,277.19,20.18,237.60,32.63,215.80,0.00,51.21
10470,4,20,1,15,2.78,322.43,0.00,1.268,282.38,20.28,233.93,33.20,239.80,0.00,52.01
10472,4,20,1,45,2.85,299.37,0.00,1.390,307.81,20.66,236.20,33.31,182.40,0.00,51.61
10473,4,20,2,0,2.88,285.93,0.00,1.452,309.31,20.62,239.73,33.05,175.47,0.00,51.56
10475,4,20,2,30,2.95,250.20,0.00,1.575,299.28,20.65,239.87,33.05,160.73,0.00,51.33
10478,4,20,3,15,3.02,250.49,0.00,1.759,311.28,20.69,236.67,33.29,159.33,0.00,51.37
10479,4,20,3,30,3.05,252.22,0.00,1.822,303.00,20.73,238.87,33.18,154.53,0.00,51.41
10480,4,20,3,45,3.08,251.63,0.00,1.883,306.63,20.70,245.80,32.89,151.40,0.00,51.41
10484,4,20,4,45,3.20,274.06,0.00,2.128,294.36,21.16,253.67,33.39,176.40,0.00,51.75
10487,4,20,5,30,3.28,215.32,0.00,2.312,304.30,21.16,256.93,33.16,152.00,0.00,51.58
10492,4,20,6,45,3.39,229.67,0.00,2.612,260.21,21.49,257.27,33.43,262.60,0.00,52.33
10494,4,20,7,15,3.44,84.44,0.09,2.620,197.87,20.82,228.67,33.11,218.40,0.00,51.52
10500,4,20,8,45,3.33,0.00,68.34,2.460,179.52,20.09,235.47,32.71,169.93,0.80,51.10
10503,4,20,9,30,3.27,0.00,92.45,2.339,161.68,20.03,238.80,32.46,169.47,0.88,51.01
10509,4,20,11,0,3.13,0.00,139.23,2.099,172.39,20.17,240.93,32.31,120.00,0.71,50.55
10510,4,20,11,15,3.10,0.00,105.61,2.060,165.53,20.20,242.67,32.16,121.60,0.24,50.51
10514,4,20,12,15,3.02,0.82,29.28,1.907,150.16,20.24,234.87,32.67,188.53,0.00,50.90
10520,4,20,13,45,2.94,0.00,49.53,1.685,148.28,20.07,239.27,32.41,188.67,0.00,50.91
10524,4,20,14,45,2.87,0.00,66.62,1.543,148.09,20.25,239.40,32.36,192.27,0.00,50.10
10525,4,20,15,0,2.87,0.00,78.80,1.540,147.23,20.31,239.00,32.35,194.00,0.00,49.69
10547,4,20,20,30,2.88,0.00,366.08,1.101,163.07,20.40,252.20,30.54,164.00,0.00,47.39
10556,4,20,22,45,2.45,268.77,0.00,0.910,209.19,21.56,214.93,32.62,410.27,0.00,52.82
10578,4,21,4,15,3.32,373.70,0.00,2.357,342.37,22.69,230.73,33.97,253.00,0.00,52.89
10581,4,21,5,0,3.43,215.47,0.00,2.597,326.61,21.23,243.60,33.26,133.00,0.00,51.38
10583,4,21,5,30,3.47,258.00,0.00,2.743,317.79,21.18,245.20,33.16,189.00,0.00,51.65
10585,4,21,6,0,3.53,260.89,0.00,2.885,320.56,21.13,240.47,33.48,188.53,0.00,51.87
10586,4,21,6,15,3.56,242.43,0.00,2.957,322.57,21.12,235.80,33.82,187.67,0.00,52.23
10587,4,21,6,30,3.58,208.71,0.00,3.029,337.75,21.96,238.47,33.60,217.80,0.00,52.41
10593,4,21,8,0,3.55,0.00,229.68,2.915,51.10,17.38,253.20,32.22,51.73,0.85,49.93
10594,4,21,8,15,3.51,0.00,285.97,2.850,50.43,17.78,240.93,31.90,50.87,0.81,49.51
10612,4,21,12,45,2.85,134.40,0.00,1.666,199.67,21.22,252.07,32.31,396.60,0.00,52.48
10614,4,21,13,15,2.87,141.33,0.00,1.620,226.46,21.60,225.67,32.48,422.33,0.00,52.78
10616,4,21,13,45,2.89,135.13,0.00,1.579,224.91,21.78,225.27,32.55,417.73,0.00,52.95
10620,4,21,14,45,2.93,137.15,0.00,1.501,226.51,21.78,237.87,32.62,413.53,0.00,52.91
10622,4,21,15,15,2.95,140.19,0.00,1.452,221.02,21.59,235.60,32.76,416.00,0.00,53.01
10624,4,21,15,45,2.98,193.33,0.00,1.419,223.34,21.59,236.00,32.74,411.27,0.00,53.13
10632,4,21,17,45,3.16,223.38,0.00,1.285,205.82,21.73,234.53,32.93,435.67,0.00,53.54
10641,4,21,20,0,2.89,0.00,366.41,1.148,182.44,20.99,260.00,30.53,184.20,0.00,47.38
10648,4,21,21,45,2.46,199.94,0.00,0.975,230.03,21.97,221.87,32.37,468.47,0.00,53.40
10659,4,22,0,30,2.72,262.89,0.00,1.099,343.73,22.57,234.53,32.81,225.80,0.00,51.65
10660,4,22,0,45,2.75,370.65,0.00,1.167,338.50,22.48,238.80,33.61,302.27,0.00,52.88
10664,4,22,1,45,2.93,364.67,0.00,1.455,362.27,22.44,240.60,33.48,277.60,0.00,52.50
10670,4,22,3,15,3.19,341.72,0.00,1.936,343.54,22.48,237.73,33.67,261.60,0.00,52.48
10671,4,22,3,30,3.23,326.10,0.00,2.016,336.17,22.50,236.27,33.79,262.40,0.00,52.48
10675,4,22,4,30,3.39,364.14,0.00,2.333,341.04,22.44,232.47,34.06,273.20,0.00,53.03
10680,4,22,5,45,3.59,326.48,0.00,2.729,356.46,23.18,237.07,33.79,269.27,0.00,52.94
10682,4,22,6,15,3.65,138.85,0.00,2.889,358.18,23.23,244.13,33.23,137.07,0.00,51.50
10683,4,22,6,30,3.67,93.31,0.00,2.969,380.73,23.18,244.07,33.22,137.53,0.00,51.46
10684,4,22,6,45,3.67,6.65,105.13,3.033,247.58,20.45,247.27,32.97,78.93,0.00,50.59
10694,4,22,9,15,3.19,0.00,395.94,2.574,90.68,16.95,253.20,30.65,91.07,29.12,48.15
10710,4,22,13,15,2.38,221.41,0.00,1.474,223.96,21.84,248.33,32.16,441.00,0.00,52.82
10722,4,22,16,15,2.60,216.53,0.00,1.280,184.51,21.12,233.40,32.42,400.00,0.00,52.56
10723,4,22,16,30,2.63,215.27,0.00,1.255,183.28,21.18,232.40,32.51,399.27,0.00,52.76
10739,4,22,20,30,2.70,0.00,366.22,0.992,180.31,20.56,272.40,30.43,180.93,0.00,47.16
10740,4,22,20,45,2.64,0.00,346.01,0.963,180.65,20.76,268.20,30.37,181.80,0.00,47.31
10744,4,22,21,45,2.42,64.19,0.00,0.841,214.03,21.63,218.73,32.03,299.20,0.00,51.18
10747,4,22,22,30,2.42,119.93,0.00,0.787,210.78,21.90,207.73,32.17,278.13,0.00,51.24
10762,4,23,2,15,2.90,363.56,0.00,1.403,330.00,22.84,241.33,33.51,246.87,0.00,52.30
10763,4,23,2,30,2.94,351.66,0.00,1.475,327.53,22.68,241.87,33.47,236.40,0.00,52.15
10767,4,23,3,30,3.14,430.31,0.00,1.771,347.05,24.18,246.07,34.09,305.47,0.00,53.44
10768,4,23,3,45,3.19,438.57,0.00,1.861,384.68,24.24,242.20,34.36,303.07,0.00,53.61
10778,4,23,6,15,3.53,226.46,0.00,2.796,396.92,23.80,249.27,33.73,115.80,0.00,51.81
10785,4,23,8,0,3.72,0.00,238.72,2.950,157.37,21.05,267.80,32.03,157.53,39.73,49.12
10786,4,23,8,15,3.67,0.00,293.69,2.924,159.97,20.52,270.47,31.95,160.93,32.34,48.99
10791,4,23,9,30,3.34,0.00,473.82,2.715,210.38,20.28,250.60,29.95,155.93,32.98,46.76
10792,4,23,9,45,3.26,0.00,490.22,2.675,160.31,18.69,253.00,29.78,160.40,24.88,46.69
10804,4,23,12,45,2.59,0.00,48.52,2.081,206.36,21.12,208.80,32.03,292.67,0.00,51.14
10805,4,23,13,0,2.57,0.00,33.71,2.045,186.58,20.71,212.27,31.82,291.07,0.00,51.05
10809,4,23,14,0,2.51,6.70,11.95,1.886,174.28,20.24,233.27,32.22,291.93,0.00,51.11
10818,4,23,16,15,2.49,93.93,0.00,1.533,142.51,20.10,235.27,32.10,296.33,0.00,51.13
10821,4,23,17,0,2.51,126.84,0.00,1.460,230.46,21.44,235.47,32.08,287.27,0.00,51.32
10838,4,23,21,15,2.38,0.00,256.07,0.919,124.24,19.88,249.40,30.89,88.27,0.00,48.37
10846,4,23,23,15,2.42,323.87,0.00,0.800,227.03,22.88,227.20,32.77,383.80,0.00,52.78
10847,4,23,23,30,2.46,338.40,0.00,0.800,226.44,23.47,226.80,32.80,381.00,0.00,52.93
10857,4,24,2,0,2.80,348.57,0.00,1.435,395.38,23.55,254.47,33.46,240.67,0.00,52.15
10861,4,24,3,0,2.97,396.93,0.00,1.755,357.11,23.72,250.00,33.82,267.53,0.00,52.84
10868,4,24,4,45,3.31,368.59,0.00,2.319,343.20,24.27,250.00,33.76,280.73,0.00,52.81
10874,4,24,6,15,3.50,219.72,0.00,2.809,351.83,24.69,248.47,33.74,98.40,0.00,51.65
10892,4,24,10,45,2.97,0.00,512.01,2.376,142.84,18.91,259.00,29.27,143.27,24.89,46.40
10893,4,24,11,0,2.88,0.00,490.03,2.304,145.28,18.05,252.40,29.43,145.60,4.72,46.56
10895,4,24,11,30,2.72,0.00,477.28,2.157,143.55,18.78,236.40,29.24,144.00,0.06,46.52
10900,4,24,12,45,2.36,0.00,399.97,1.828,142.38,19.87,230.73,29.67,143.33,0.00,46.96
10902,4,24,13,15,2.29,97.05,0.00,1.749,252.29,22.18,236.93,31.86,322.93,0.00,51.16
10905,4,24,14,0,2.30,46.59,0.09,1.705,257.43,22.19,237.80,31.80,260.00,0.00,50.71
10908,4,24,14,45,2.31,33.18,0.00,1.657,257.62,22.18,237.07,31.90,174.60,0.00,50.38
10911,4,24,15,30,2.30,112.25,0.00,1.613,253.63,22.29,235.93,31.99,267.33,0.00,51.08
10914,4,24,16,15,2.33,137.43,0.00,1.584,238.18,21.90,237.53,31.84,231.20,0.00,50.59
10935,4,24,21,30,2.34,39.11,33.41,0.949,193.14,21.81,230.07,32.06,223.60,0.00,50.80
10948,4,25,0,45,2.72,339.36,0.00,1.132,357.76,23.41,236.00,33.36,285.33,0.00,52.50
10949,4,25,1,0,2.76,353.69,0.00,1.209,372.60,24.27,243.47,33.38,293.60,0.00,52.39
10951,4,25,1,30,2.85,373.89,0.00,1.365,360.67,24.29,242.60,33.51,281.13,0.00,52.65
10956,4,25,2,45,3.08,371.04,0.00,1.757,388.41,24.23,235.73,33.96,280.13,0.00,52.70
10963,4,25,4,30,3.35,221.05,0.00,2.305,345.26,24.23,241.80,33.52,125.93,0.00,51.51
10964,4,25,4,45,3.38,226.71,0.00,2.383,350.63,24.18,243.67,33.41,160.80,0.00,51.53
10966,4,25,5,15,3.43,248.54,0.00,2.539,353.99,24.21,241.13,33.53,178.73,0.00,52.11
10975,4,25,7,30,3.71,58.30,59.94,2.993,92.98,17.47,251.07,32.84,106.33,30.57,50.67
10977,4,25,8,0,3.67,0.00,179.60,2.923,81.49,17.84,244.07,32.86,81.93,27.43,50.40
10985,4,25,10,0,3.28,0.00,425.39,2.314,99.30,16.76,267.20,30.46,100.27,32.29,47.73
10994,4,25,12,15,2.63,0.00,408.08,1.590,128.64,19.24,258.87,29.98,129.47,0.00,47.29
10999,4,25,13,30,2.53,105.41,0.00,1.409,169.00,20.72,230.40,32.14,325.53,0.00,51.53
11004,4,25,14,45,2.61,199.31,0.00,1.305,232.58,21.78,226.13,32.53,394.27,0.00,52.59
11006,4,25,15,15,2.64,154.99,0.00,1.275,231.88,21.94,219.67,32.19,353.67,0.00,52.05
11010,4,25,16,15,2.72,203.81,0.00,1.229,232.20,22.07,213.67,32.67,354.33,0.00,52.35
11016,4,25,17,45,2.87,223.33,0.00,1.181,207.46,21.76,212.73,32.85,384.80,0.00,52.88
11018,4,25,18,15,2.91,165.11,0.00,1.169,232.49,21.97,221.47,32.63,383.27,0.00,52.64
11022,4,25,19,15,2.98,142.50,0.00,1.139,232.48,21.69,238.20,32.86,376.53,0.00,52.66
11024,4,25,19,45,3.01,125.58,0.00,1.116,232.34,21.69,240.80,32.67,375.93,0.00,52.70
11026,4,25,20,15,2.98,0.00,377.59,1.054,140.51,16.64,269.07,30.42,141.13,0.00,47.73
11027,4,25,20,30,2.92,0.00,396.17,1.007,134.87,19.62,267.20,30.51,135.07,0.00,47.66
11033,4,25,22,0,2.68,108.95,0.00,0.860,226.07,21.70,245.13,32.15,382.93,0.00,52.42
11034,4,25,22,15,2.69,160.51,0.00,0.860,215.82,21.69,241.27,32.43,380.93,0.00,52.65
11036,4,25,22,45,2.73,250.54,0.00,0.860,216.14,21.51,235.67,32.85,380.47,0.00,52.76
11041,4,26,0,0,2.92,285.24,0.00,0.884,393.92,23.00,230.33,33.31,310.80,0.00,52.28
11050,4,26,2,15,3.28,347.21,0.00,1.633,375.98,24.52,220.60,34.05,257.80,0.00,52.90
11051,4,26,2,30,3.32,328.80,0.00,1.722,377.24,24.62,223.47,33.86,263.93,0.00,52.59
11060,4,26,4,45,3.72,392.17,0.00,2.402,327.16,22.80,211.80,34.77,297.33,0.00,53.89
11061,4,26,5,0,3.77,338.73,0.00,2.471,321.18,23.22,218.93,34.33,283.87,0.00,53.27
11067,4,26,6,30,3.89,1.16,32.16,2.872,278.07,18.57,260.53,33.03,9.87,0.00,51.14
11070,4,26,7,15,3.91,78.23,0.00,2.910,217.80,20.24,254.20,33.46,309.60,0.00,52.73
11075,4,26,8,30,3.71,0.00,367.49,2.675,83.62,17.35,280.60,31.14,84.27,28.49,48.67
11076,4,26,8,45,3.65,0.00,334.93,2.594,84.27,17.43,275.47,31.54,85.00,28.18,48.98
11078,4,26,9,15,3.53,0.00,332.99,2.434,83.61,17.61,276.13,31.41,84.07,36.12,48.72
11082,4,26,10,15,3.30,0.00,346.88,2.103,84.92,16.30,256.40,31.11,85.33,35.41,48.71
11083,4,26,10,30,3.24,0.00,347.65,2.020,83.40,17.44,257.93,30.99,84.13,24.87,48.61
11084,4,26,10,45,3.18,0.00,309.17,1.942,107.68,18.31,234.47,31.30,88.67,24.51,49.09
11085,4,26,11,0,3.12,0.00,62.61,1.878,151.18,19.52,193.53,32.44,274.67,6.19,51.84
11086,4,26,11,15,3.10,0.00,36.55,1.822,175.51,20.10,188.07,32.40,290.33,0.27,51.65
11092,4,26,12,45,3.04,0.00,34.97,1.562,182.42,20.79,189.80,32.52,265.60,0.00,51.46
11096,4,26,13,45,2.99,11.96,10.03,1.430,166.29,20.86,196.13,32.29,285.80,0.00,51.37
11098,4,26,14,15,2.97,0.00,19.81,1.364,166.08,20.84,194.27,32.46,299.93,0.00,51.66
11103,4,26,15,30,2.94,97.89,0.00,1.219,199.78,21.44,266.80,32.52,301.00,0.00,51.54
11107,4,26,16,30,2.96,168.35,0.00,1.200,215.33,22.17,262.73,32.71,292.80,0.00,51.84
11118,4,26,19,15,3.10,0.00,318.53,1.115,141.73,19.95,262.07,30.88,142.20,0.00,48.26
11132,4,26,22,45,2.47,281.24,0.00,0.720,197.76,21.65,240.40,32.50,410.40,0.00,52.82
11133,4,26,23,0,2.50,273.59,0.00,0.720,187.69,21.80,239.07,32.63,406.80,0.00,52.95
11147,4,27,2,30,3.04,377.32,0.00,1.586,366.52,24.71,226.53,33.72,271.53,0.00,52.90
11149,4,27,3,0,3.12,341.63,0.00,1.755,363.91,24.65,228.33,33.60,281.47,0.00,52.59
11151,4,27,3,30,3.21,335.22,0.00,1.921,354.45,24.74,228.53,33.65,280.40,0.00,52.67
11157,4,27,5,0,3.46,317.86,0.00,2.417,368.86,24.73,259.80,34.05,276.93,0.00,52.85
11162,4,27,6,15,3.65,286.89,0.00,2.831,370.15,24.38,262.13,33.78,266.27,0.00,52.63
11167,4,27,7,30,3.72,0.00,337.72,2.939,101.94,19.55,267.07,31.47,103.20,23.79,48.72
11177,4,27,10,0,3.10,0.00,335.95,2.385,102.96,18.88,263.60,30.99,104.00,31.30,48.23
11181,4,27,11,0,2.87,0.00,222.42,2.142,15.93,14.69,253.80,31.66,17.33,5.41,49.61
11185,4,27,12,0,2.88,247.11,0.00,1.886,128.37,19.78,237.07,32.97,502.80,0.00,54.27
11194,4,27,14,15,3.01,27.29,0.91,1.548,165.63,20.81,265.73,32.58,277.27,0.00,51.41
11197,4,27,15,0,3.00,95.47,0.00,1.465,157.37,20.59,265.07,32.60,320.07,0.00,51.90
11198,4,27,15,15,3.00,123.79,0.00,1.437,170.61,20.82,263.13,32.73,340.00,0.00,52.27
11199,4,27,15,30,3.01,159.38,0.00,1.408,154.60,20.69,261.27,32.88,337.13,0.00,52.40
11205,4,27,17,0,3.15,309.50,0.00,1.300,224.99,22.16,255.40,33.38,452.67,0.00,54.26
11215,4,27,19,30,3.16,0.00,284.87,1.163,117.06,19.88,279.07,31.39,117.53,0.00,48.94
11219,4,27,20,30,2.94,0.00,366.94,0.993,116.39,19.67,265.47,30.60,117.07,0.00,48.06
11221,4,27,21,0,2.82,0.00,367.33,0.893,117.08,19.54,265.93,30.57,117.53,0.00,48.09
11223,4,27,21,30,2.69,0.00,382.19,0.801,115.78,19.80,263.27,30.31,116.53,0.00,47.72
11238,4,28,1,15,2.96,286.51,0.00,1.125,359.25,24.76,246.40,33.31,173.80,0.00,51.71
11239,4,28,1,30,2.98,387.45,0.00,1.207,356.44,24.80,237.53,33.97,286.67,0.00,53.12
11242,4,28,2,15,3.13,442.75,0.00,1.453,356.12,24.78,252.47,34.24,308.53,0.00,53.74
11247,4,28,3,30,3.39,391.45,0.00,1.862,344.72,24.72,257.27,34.20,249.27,0.00,53.14
11251,4,28,4,30,3.58,378.48,0.00,2.187,342.00,24.72,253.67,34.42,248.73,0.00,53.31
11252,4,28,4,45,3.63,375.49,0.00,2.268,344.44,24.77,255.73,34.24,249.40,0.00,53.23
